cluster,tool,scenario,scenario_name,category,run,throughput_rps,latency_p50,latency_p99,latency_mean,error_rate,pod_restarts,cpu_spike_pct,memory_spike_mb,baseline_cpu_mean,fault_cpu_mean,baseline_mem_mb,fault_mem_mb,recovery_time_s
bench-b,chaos-mesh,a1,HTTP Abort 503,Application,22,77.44,9.87,65.86,0.012214000000000001,0.21479488903833222,0,11706.6,87.5,0.016967656251117118,0.06412449652231651,21.21509486607143,23.04296875,45.0001118183136
bench-b,chaos-mesh,a1,HTTP Abort 503,Application,23,77.49,12.75,103.23,0.016773,0.2338440860215054,0,11032.0,96.0,0.01798490116090161,0.06888683736124324,21.73503932823129,23.65896267361111,45.000226736068726
bench-b,chaos-mesh,a1,HTTP Abort 503,Application,24,77.42,10.47,77.69,0.013499,0.2158075971161089,0,12029.2,89.4,0.016501394529122096,0.07715573008639301,21.601876395089285,23.466641865079364,59.99968194961548
bench-b,chaos-mesh,a1,HTTP Abort 503,Application,25,77.49,12.63,83.65,0.016049,0.22908602150537635,0,12056.2,86.3,0.016481685000918497,0.054015483103166936,21.93822411777211,23.638966393849206,0.0
bench-b,chaos-mesh,a1,HTTP Abort 503,Application,26,77.48,10.38,75.46,0.013642,0.23830645161290323,0,11808.7,92.7,0.01681289404152252,0.06533143728827918,22.3583984375,24.246729290674605,60.00015377998352
bench-b,chaos-mesh,a1,HTTP Abort 503,Application,27,77.35,12.35,76.54,0.015208000000000001,0.22380503568062474,0,11573.8,88.7,0.017157543351344708,0.06412403600643625,22.3254012542517,23.910621279761905,15.000199794769287
bench-b,chaos-mesh,a1,HTTP Abort 503,Application,28,77.49,11.34,109.38,0.016239999999999997,0.23486559139784946,0,12219.9,94.0,0.016251941777358767,0.06745939447145059,22.695242745535715,24.67897445436508,29.999661922454834
bench-b,chaos-mesh,a1,HTTP Abort 503,Application,29,77.49,11.47,153.73,0.017008,0.23723118279569894,0,11712.9,92.5,0.016964810164352924,0.08000931954901161,23.04138100552721,24.815398685515873,59.99972486495972
bench-b,chaos-mesh,a1,HTTP Abort 503,Application,30,77.49,14.69,100.86,0.018690000000000002,0.2288709677419355,0,11539.8,93.3,0.017198074902405203,0.060239488690688694,22.869226987670068,24.76519097222222,30.000367164611816
bench-b,chaos-mesh,a2,gRPC Unavailable,Application,16,119.8,19.58,5460.0,0.138935,0.0014955481357818586,0,2245.4,102.4,0.01705926227452755,0.029968517257520283,23.14874973426871,25.442305307539684,60.0
bench-b,chaos-mesh,a2,gRPC Unavailable,Application,17,119.73,11.95,6250.0,0.14987899999999998,0.001687602213020634,0,2243.8,96.1,0.016012091978402622,0.02620504139191967,22.993928039965986,25.21923053075397,60.0
bench-b,chaos-mesh,a2,gRPC Unavailable,Application,18,119.8,20.42,6130.0,0.15485,0.0017042292710072343,0,2039.2,99.9,0.017860089540366445,0.028283708245360074,23.113194887329932,25.409830729166668,60.0
bench-b,chaos-mesh,a2,gRPC Unavailable,Application,19,119.79,20.05,6020.0,0.155023,0.0016346688925987756,0,2133.6,103.5,0.01749619147500981,0.029218498038473636,23.468670280612244,25.788504464285715,59.999632120132446
bench-b,chaos-mesh,a2,gRPC Unavailable,Application,20,119.8,16.86,5770.0,0.142025,0.001652030258238414,0,1983.3,100.1,0.01692433571522398,0.026414656906340834,23.195784173044217,25.481290302579364,60.0
bench-b,chaos-mesh,a2,gRPC Unavailable,Application,21,119.81,13.73,5980.0,0.14684999999999998,0.0016867218473951451,0,2238.2,96.6,0.016077602896076248,0.02700628670759006,23.672642299107142,25.697947668650794,15.000365972518921
bench-b,chaos-mesh,a2,gRPC Unavailable,Application,22,119.8,16.99,6090.0,0.15057900000000002,0.0016520589872008903,0,1899.7,97.0,0.01701526641063349,0.027801782521059352,23.370077327806122,25.659024677579364,60.00032591819763
bench-b,chaos-mesh,a2,gRPC Unavailable,Application,23,119.74,14.77,5990.0,0.14795,0.0018267859006924389,0,2130.7,96.4,0.017865618782091856,0.028745736182258987,23.505009034863946,25.58110119047619,45.00000715255737
bench-b,chaos-mesh,a2,gRPC Unavailable,Application,24,119.8,15.02,5960.0,0.148901,0.0016520589872008903,0,2108.3,100.7,0.016926502059524676,0.028037720110790202,23.233165922619047,25.713169642857142,60.0
bench-b,chaos-mesh,a2,gRPC Unavailable,Application,25,119.74,11.07,5870.0,0.134107,0.001548418525348829,0,2016.8,95.4,0.016439379097898738,0.026727036536788613,22.944535235969386,25.194134424603174,60.0
bench-b,chaos-mesh,a2,gRPC Unavailable,Application,26,119.73,12.45,5870.0,0.136208,0.0016006124082257559,0,2013.9,94.1,0.01610891601754022,0.027063581700291488,23.044384765625,25.278568328373016,14.999555826187134
bench-b,chaos-mesh,a2,gRPC Unavailable,Application,27,119.74,12.85,5130.0,0.124009,0.001426632798636,0,2177.7,95.5,0.017396672334084016,0.026337592413839303,23.040198501275512,25.266803075396826,60.0
bench-b,chaos-mesh,a2,gRPC Unavailable,Application,28,119.8,14.86,6030.0,0.148013,0.001669449081803005,0,2020.2,103.0,0.017439960809989892,0.02832284532682984,23.134905133928573,25.43116009424603,60.00040292739868
bench-b,chaos-mesh,a2,gRPC Unavailable,Application,29,119.8,16.56,5870.0,0.144372,0.0016172787979966611,0,2068.7,103.6,0.016667102633369374,0.028161357008590977,23.47875279017857,25.864071800595237,60.0
bench-b,chaos-mesh,a2,gRPC Unavailable,Application,30,119.8,13.85,4930.0,0.11818600000000001,0.0014085976627712855,0,2134.4,97.7,0.016260348349294667,0.028465683852368917,23.39520886479592,25.54456535218254,60.0
bench-b,chaos-mesh,n1,Latency 50ms,Network,16,119.8,14.53,282.37,0.036088,0.0,0,2223.3,100.4,0.016338794296864,0.024120424289410927,21.168500212585034,23.54309275793651,60.0
bench-b,chaos-mesh,n1,Latency 50ms,Network,17,119.8,12.71,273.15,0.035728,0.0,0,2156.8,98.1,0.015292080302232225,0.02396205626494218,21.664321588010203,23.85377914186508,15.000238180160522
bench-b,chaos-mesh,n1,Latency 50ms,Network,18,119.8,13.41,310.02,0.040551000000000004,0.0,0,1949.4,102.9,0.017019776193407887,0.02581716298430976,21.54694143282313,23.932369171626984,60.0
bench-b,chaos-mesh,n1,Latency 50ms,Network,19,119.74,9.85,188.54,0.029658999999999998,0.0,0,2324.7,92.6,0.01547522523362344,0.02554151365582206,20.95542357568027,23.088123139880953,60.0
bench-b,chaos-mesh,n1,Latency 50ms,Network,20,119.8,14.94,229.76,0.035271000000000004,0.0,0,2473.4,98.2,0.016363250263169784,0.02436959955777132,21.342122395833332,23.50629340277778,60.0
bench-b,chaos-mesh,n1,Latency 50ms,Network,21,119.8,16.34,255.74,0.040670000000000005,0.0,0,2075.5,98.2,0.01616616751499304,0.024784686159629785,21.460574776785716,23.759533110119047,60.0
bench-b,chaos-mesh,n1,Latency 50ms,Network,22,119.73,12.45,198.53,0.030215,0.0,0,2101.9,93.2,0.01529631563683026,0.023632796610020306,21.081360278486393,23.160559275793652,60.0
bench-b,chaos-mesh,n1,Latency 50ms,Network,23,119.8,11.76,205.95,0.031493,0.000382582081246522,0,2337.0,100.9,0.015128640229515997,0.026567609056437166,21.57898862670068,23.76340835813492,60.0
bench-b,chaos-mesh,n1,Latency 50ms,Network,24,119.73,12.11,170.62,0.026706,0.0,0,1911.7,92.9,0.016141666378226643,0.02269966879345824,21.2478409332483,23.24813988095238,60.0
bench-b,chaos-mesh,n1,Latency 50ms,Network,25,119.73,12.06,185.98,0.030257000000000003,0.0,0,2328.2,93.8,0.015411135477699931,0.02733171880161659,20.880374415391156,23.0099361359127,30.000189065933228
bench-b,chaos-mesh,n1,Latency 50ms,Network,26,119.73,10.61,180.22,0.027875,0.0,0,2304.5,93.3,0.015160940998734754,0.023680997788902865,21.039248511904763,23.069103422619047,60.0
bench-b,chaos-mesh,n1,Latency 50ms,Network,27,119.8,12.14,276.99,0.036893,0.0,0,2139.8,101.1,0.016621419602315387,0.02580506527073911,21.29969175170068,23.801184275793652,60.0
bench-b,chaos-mesh,n1,Latency 50ms,Network,28,119.8,10.83,273.92,0.032716,0.0,0,2414.6,101.5,0.015334850791097764,0.0274709259244477,21.25771949404762,23.74257502480159,29.999536991119385
bench-b,chaos-mesh,n1,Latency 50ms,Network,29,119.8,11.27,222.46,0.031278,0.0,0,2449.2,99.0,0.014799565361074131,0.02278353192520743,21.520155718537413,23.76550099206349,30.000431060791016
bench-b,chaos-mesh,n1,Latency 50ms,Network,30,119.8,12.45,278.53,0.036093,0.0,0,2040.9,101.5,0.015518286592294437,0.021998716455604226,21.172907366071428,23.71005394345238,60.0
bench-b,chaos-mesh,n2,Latency 100ms,Network,16,119.73,11.84,1010.0,0.082751,0.0,0,1822.8,97.3,0.015290753472361135,0.024543164000900636,20.479093590561224,22.805106026785715,60.0
bench-b,chaos-mesh,n2,Latency 100ms,Network,17,119.8,19.26,1020.0,0.09117700000000001,0.0005042776657160743,0,1821.2,102.5,0.017135581277824944,0.023463035158264485,20.811579241071428,23.236777653769842,0.0004248619079589844
bench-b,chaos-mesh,n2,Latency 100ms,Network,18,119.74,12.34,1010.0,0.08353100000000001,0.0,0,1474.6,93.6,0.01611505230669867,0.02133669155766787,20.2671662414966,22.540876116071427,60.0
bench-b,chaos-mesh,n2,Latency 100ms,Network,19,119.8,18.14,1020.0,0.093446,0.0,0,1650.7,99.1,0.017202644685217774,0.022753323548464204,20.78928837159864,23.13902839781746,15.00036907196045
bench-b,chaos-mesh,n2,Latency 100ms,Network,20,119.8,21.63,1010.0,0.094056,0.0,0,1910.2,102.3,0.017787264959452723,0.0267292280084367,20.884905133928573,23.368396577380953,60.0
bench-b,chaos-mesh,n2,Latency 100ms,Network,21,119.8,20.64,1040.0,0.091773,0.0,0,1967.4,100.6,0.016787643864467867,0.024017294028201994,20.41925754676871,22.90859064980159,60.00006604194641
bench-b,chaos-mesh,n2,Latency 100ms,Network,22,119.8,20.11,999.93,0.089795,0.0,0,1786.8,98.4,0.016965820810693123,0.02409733633970667,20.5396803252551,22.88623821924603,60.00023889541626
bench-b,chaos-mesh,n2,Latency 100ms,Network,23,119.8,23.53,1020.0,0.092173,0.0,0,1324.8,99.9,0.01759597452418028,0.02498172519720968,20.573067801339285,23.09703621031746,59.999596118927
bench-b,chaos-mesh,n2,Latency 100ms,Network,24,119.8,23.02,1020.0,0.09446299999999999,0.0,0,1805.1,101.4,0.017366515913386633,0.025366095150418887,20.706533003826532,23.131138392857142,60.0
bench-b,chaos-mesh,n2,Latency 100ms,Network,25,119.8,16.74,1020.0,0.08893999999999999,0.0,0,1740.5,103.8,0.01587228392000487,0.025474467426749112,20.819412667410713,23.33953373015873,44.99984693527222
bench-b,chaos-mesh,n2,Latency 100ms,Network,26,119.8,20.11,1030.0,0.09536499999999999,0.0,0,1741.8,100.8,0.017401470413036677,0.022345684212656428,20.663916347789115,23.132238963293652,0.0
bench-b,chaos-mesh,n2,Latency 100ms,Network,27,119.73,12.22,1000.0,0.08432899999999999,0.0,0,1708.9,96.4,0.016516883106060604,0.022198445286177464,20.48571694302721,22.66172185019841,60.0
bench-b,chaos-mesh,n2,Latency 100ms,Network,28,119.8,18.05,1020.0,0.088176,0.0,0,1537.7,100.2,0.016584746016913388,0.022223717791599828,20.922997714710885,23.31139942956349,14.999581098556519
bench-b,chaos-mesh,n2,Latency 100ms,Network,29,119.8,14.95,1020.0,0.087128,0.0,0,1781.2,97.7,0.017589776355168084,0.024408029408915507,20.462451171875,22.901119171626984,60.0
bench-b,chaos-mesh,n2,Latency 100ms,Network,30,119.8,15.99,1020.0,0.08840300000000001,0.0,0,1703.0,104.3,0.01749714734874705,0.025725900298734138,20.975207270408163,23.311817956349206,60.00019979476929
bench-b,chaos-mesh,n3,Latency 300ms,Network,16,119.8,17.61,2590.0,0.291489,0.0,0,1918.8,107.1,0.016579367345723465,0.023667757132585128,20.710811277636054,23.537527901785715,60.0
bench-b,chaos-mesh,n3,Latency 300ms,Network,17,119.8,17.53,2480.0,0.280769,0.0,0,1567.9,104.8,0.01717161607779077,0.02095428601568848,20.916474011479593,23.48344494047619,60.000237226486206
bench-b,chaos-mesh,n3,Latency 300ms,Network,18,119.73,16.04,2600.0,0.291028,0.0,0,1605.7,94.7,0.01663996045326292,0.024157511192687678,20.983205782312925,23.33344184027778,60.0
bench-b,chaos-mesh,n3,Latency 300ms,Network,19,119.8,18.66,2560.0,0.28492399999999996,0.0,0,1740.6,97.1,0.017147216164177546,0.021272896954842704,20.978410993303573,23.35244605654762,15.000287055969238
bench-b,chaos-mesh,n3,Latency 300ms,Network,20,119.74,15.3,2500.0,0.273902,0.0,0,1682.2,89.6,0.015779933487495238,0.024341840665731543,20.493108258928572,22.841719370039684,60.0
bench-b,chaos-mesh,n3,Latency 300ms,Network,21,119.8,20.01,2660.0,0.293636,0.0,0,1927.7,105.5,0.017502707789963805,0.022428700392217893,20.985318346088434,23.424866691468253,29.999688148498535
bench-b,chaos-mesh,n3,Latency 300ms,Network,22,119.8,14.61,2630.0,0.28237,0.0,0,1507.4,100.4,0.017907843150491667,0.020822214007928903,20.97724675807823,23.46994357638889,60.0
bench-b,chaos-mesh,n3,Latency 300ms,Network,23,119.8,17.2,2570.0,0.284711,0.0,0,1815.9,102.0,0.016062957011701882,0.02158169374730099,20.6800993835034,23.408730158730158,29.999666929244995
bench-b,chaos-mesh,n3,Latency 300ms,Network,24,119.8,19.97,2570.0,0.28373200000000004,0.0,0,1816.7,98.1,0.015979515969555425,0.02095379153430868,20.719573767006803,23.159551711309526,60.0
bench-b,chaos-mesh,n3,Latency 300ms,Network,25,119.8,16.11,2460.0,0.278413,0.0,0,1694.0,94.9,0.016178726275260586,0.021171951151716224,20.856570870535716,23.12562003968254,0.0002300739288330078
bench-b,chaos-mesh,n3,Latency 300ms,Network,26,119.8,16.78,2540.0,0.28626999999999997,0.0,0,1471.8,101.4,0.01705078959435714,0.023352025652860743,20.783375850340136,23.39198908730159,60.000120878219604
bench-b,chaos-mesh,n3,Latency 300ms,Network,27,119.74,14.58,2420.0,0.275051,0.0,0,1477.8,92.9,0.016799120506139065,0.022325953303420597,20.58135363520408,22.94442894345238,29.99974298477173
bench-b,chaos-mesh,n3,Latency 300ms,Network,28,119.74,16.94,2550.0,0.280563,0.0,0,1653.9,91.4,0.01595433907266918,0.02299875546654073,20.310374149659864,22.83238777281746,60.0
bench-b,chaos-mesh,n3,Latency 300ms,Network,29,119.8,20.05,2630.0,0.292305,0.0,0,1511.7,102.6,0.017278110325540587,0.02262175873020344,20.80110012755102,23.483909970238095,15.00023078918457
bench-b,chaos-mesh,n3,Latency 300ms,Network,30,119.8,21.63,2520.0,0.28802300000000003,0.0,0,1754.5,97.7,0.01653383237104825,0.022037441804785392,20.844620269982993,23.307167658730158,60.0
bench-b,chaos-mesh,n4,Packet Loss 5%,Network,16,119.8,16.43,282.37,0.029493,0.0,0,2176.8,103.2,0.01805471974200635,0.02788856819141503,21.3472443664966,23.341812375992063,60.0
bench-b,chaos-mesh,n4,Packet Loss 5%,Network,17,119.74,12.3,183.55,0.022064,0.0,0,2325.9,100.7,0.016710548915429068,0.027339186059408743,20.525357408588434,22.66916232638889,60.0
bench-b,chaos-mesh,n4,Packet Loss 5%,Network,18,119.73,12.35,271.61,0.027224,0.0,0,2163.1,98.1,0.01606536123406288,0.024171350724681313,20.45453337585034,22.693638392857142,0.00017499923706054688
bench-b,chaos-mesh,n4,Packet Loss 5%,Network,19,119.73,14.37,281.6,0.028231000000000003,0.0,0,2027.2,93.9,0.017387021115527514,0.022329940683502157,20.737929156037413,22.670107886904763,15.00019097328186
bench-b,chaos-mesh,n4,Packet Loss 5%,Network,20,119.79,20.75,278.53,0.032645,0.0,0,2006.8,98.6,0.017590902915583878,0.02591240868667569,20.805816857993197,22.964921254960316,0.0
bench-b,chaos-mesh,n4,Packet Loss 5%,Network,21,119.8,14.29,277.76,0.030099,0.0003999721758486366,0,2231.8,108.3,0.01705689173766261,0.024774549493331778,20.986773224914966,23.367218501984127,60.0
bench-b,chaos-mesh,n4,Packet Loss 5%,Network,22,119.79,14.89,264.19,0.030626,0.0,0,2220.3,108.2,0.016792438331195203,0.02979225744534741,20.90718005952381,23.294642857142858,59.99990487098694
bench-b,chaos-mesh,n4,Packet Loss 5%,Network,23,119.73,10.73,168.83,0.021463,0.0,0,1855.7,97.5,0.01736404063504043,0.023648577242951045,20.615227731717688,22.841006324404763,60.0
bench-b,chaos-mesh,n4,Packet Loss 5%,Network,24,119.74,10.76,206.72,0.021172999999999997,0.0,0,2016.6,99.4,0.0168555858727354,0.025657686155761916,20.328722895408163,22.65939670138889,60.0
bench-b,chaos-mesh,n4,Packet Loss 5%,Network,25,119.8,15.21,219.26,0.026886,0.0,0,1896.2,104.2,0.0171624235732979,0.02536820013941787,20.60385443239796,23.057214161706348,60.000112771987915
bench-b,chaos-mesh,n4,Packet Loss 5%,Network,26,119.8,19.49,278.53,0.033006,0.0,0,2035.1,103.5,0.017566108059000645,0.026178602122181205,20.727074032738095,23.14687189980159,60.0
bench-b,chaos-mesh,n4,Packet Loss 5%,Network,27,119.8,12.37,334.33,0.031384,0.0,0,1799.5,103.7,0.017292683869496176,0.026397174505150584,20.657399287840136,23.037853422619047,0.0
bench-b,chaos-mesh,n4,Packet Loss 5%,Network,28,119.73,10.61,194.3,0.019738,0.0,0,2416.6,96.9,0.01507211538830828,0.0269518840013754,20.60409458705357,22.7306392609127,60.0
bench-b,chaos-mesh,n4,Packet Loss 5%,Network,29,119.8,15.53,322.56,0.036813000000000005,0.0,0,1985.6,107.7,0.017440533535110502,0.027897259662189675,20.854638339710885,23.272708953373016,60.0
bench-b,chaos-mesh,n4,Packet Loss 5%,Network,30,119.8,14.69,252.93,0.029675,0.0,0,2252.6,108.4,0.016891040455645708,0.027156170938515453,20.540524022108844,22.930958581349206,60.0
bench-b,chaos-mesh,n5,Network Partition,Network,16,119.73,13.74,45740.0,4.931945,0.008907756010995511,0,5161.9,97.0,0.016140531996178802,0.04283412767646072,20.63079294217687,23.925099206349206,45.0000479221344
bench-b,chaos-mesh,n5,Network Partition,Network,17,119.8,16.93,46140.0,4.084919,0.008903728436282694,0,5145.9,144.0,0.017033429221993083,0.026850074093271142,21.178584715136054,25.157753596230158,14.999939918518066
bench-b,chaos-mesh,n5,Network Partition,Network,18,119.8,17.38,46530.0,4.5994530000000005,0.009320928614903051,0,4414.4,148.1,0.01772731288754767,0.0300326209024323,21.04751275510204,24.99321056547619,15.000080108642578
bench-b,chaos-mesh,n5,Network Partition,Network,19,119.8,18.4,45680.0,4.086996,0.008903728436282694,0,5624.8,152.6,0.0174541981028435,0.026863800590018853,21.141521843112244,24.74937996031746,60.00033497810364
bench-b,chaos-mesh,n5,Network Partition,Network,20,119.8,15.59,45610.0,4.2089,0.008921118530884809,0,5737.5,123.3,0.017095226669463934,0.036536730629863644,21.34609507865646,24.826202876984127,60.0
bench-b,chaos-mesh,n5,Network Partition,Network,21,119.74,14.49,46170.0,4.1154660000000005,0.008907756010995511,0,5852.4,142.4,0.016870099641388487,0.0288882886119589,20.672963169642856,24.601903521825395,60.00044894218445
bench-b,chaos-mesh,n5,Network Partition,Network,22,119.8,17.34,45880.0,5.174682,0.009842793544796884,0,5901.0,113.7,0.016672975323480808,0.0538573195296241,21.24143680909864,24.86957465277778,60.0
bench-b,chaos-mesh,n5,Network Partition,Network,23,119.8,16.36,45810.0,4.033071,0.008903728436282694,0,4635.9,145.4,0.017794315614325772,0.03321962873185665,21.513950892857142,25.40531994047619,60.0
bench-b,chaos-mesh,n5,Network Partition,Network,24,119.8,18.3,45680.0,4.128759,0.008903728436282694,0,5823.1,146.6,0.016933083937631706,0.02721523138200657,21.712432238520407,25.517438616071427,60.0
bench-b,chaos-mesh,n5,Network Partition,Network,25,119.8,19.89,45250.0,4.024124,0.008903728436282694,0,4357.0,144.8,0.017297833213321262,0.024394748410504492,21.293799160289115,25.178369915674605,60.00044107437134
bench-b,chaos-mesh,n5,Network Partition,Network,26,119.8,24.11,45880.0,4.15388,0.008903728436282694,0,5753.7,147.4,0.017075657608158927,0.02657042747755395,21.445870535714285,25.34255642361111,60.00028705596924
bench-b,chaos-mesh,n5,Network Partition,Network,27,119.8,18.77,46370.0,4.167897,0.008903728436282694,0,5674.7,143.3,0.017309335251133935,0.025643830992756318,21.58074245323129,25.015997023809526,60.0
bench-b,chaos-mesh,n5,Network Partition,Network,28,119.8,21.02,46300.0,4.190892,0.009008069003895381,0,5852.9,152.7,0.016748167422712876,0.025685746680341036,21.53641880580357,25.476407490079364,45.00019311904907
bench-b,chaos-mesh,n5,Network Partition,Network,29,119.8,19.44,45090.0,4.2074229999999995,0.008903728436282694,0,4899.0,145.3,0.017744767785758186,0.027722244195959134,21.617619977678572,25.597795758928573,59.999693870544434
bench-b,chaos-mesh,n5,Network Partition,Network,30,119.74,12.85,46400.0,4.198028,0.008907756010995511,0,3971.0,150.7,0.01715572114192063,0.02710109091386145,21.140977093962587,25.12659660218254,45.00026988983154
bench-b,chaos-mesh,p1,Pod Kill,Pod/Container,16,119.8,11.57,242.05,0.022407,0.0,0,2204.5,99.7,0.015954224791935114,0.02482427595183298,20.677574936224488,22.86187065972222,60.0
bench-b,chaos-mesh,p1,Pod Kill,Pod/Container,17,119.8,10.83,228.22,0.020187,0.0,0,1997.7,97.8,0.016855361684785353,0.0280531969161382,20.621718218537413,22.85346912202381,60.00027108192444
bench-b,chaos-mesh,p1,Pod Kill,Pod/Container,18,119.74,9.73,196.86,0.018026,1.7397960958975608e-05,0,2161.6,93.6,0.015255761344847744,0.02568828242726402,20.423044217687075,22.518539186507937,60.0
bench-b,chaos-mesh,p1,Pod Kill,Pod/Container,19,119.8,11.94,386.3,0.031849,1.7390094602114636e-05,0,1854.5,99.3,0.016897316512148198,0.027697841189661877,20.961336096938776,23.286659846230158,8.273124694824219e-05
bench-b,chaos-mesh,p1,Pod Kill,Pod/Container,20,119.8,13.92,269.82,0.026123,0.0,0,2227.0,103.0,0.01584328429573967,0.024921612167338215,21.075348107993197,23.27605716765873,0.00038814544677734375
bench-b,chaos-mesh,p1,Pod Kill,Pod/Container,21,119.8,10.85,333.05,0.024905,0.00043475236505286587,0,2088.6,99.3,0.01641362246260621,0.028791048872753473,20.76489423894558,23.035171750992063,60.0
bench-b,chaos-mesh,p1,Pod Kill,Pod/Container,22,119.8,11.05,202.37,0.017828,0.0,0,2533.1,100.1,0.01473708169083216,0.025386937789203413,20.73080755739796,22.90301029265873,60.0
bench-b,chaos-mesh,p1,Pod Kill,Pod/Container,23,119.8,13.46,336.13,0.031413,0.0,0,2305.8,98.8,0.01553001265081008,0.028244461853525953,20.913922991071427,23.209402901785715,30.000183820724487
bench-b,chaos-mesh,p1,Pod Kill,Pod/Container,24,119.8,12.19,248.32,0.021328,0.0,0,2187.1,96.7,0.015874323403490275,0.026242672035116495,21.003069196428573,23.185825892857142,60.0
bench-b,chaos-mesh,p1,Pod Kill,Pod/Container,25,119.73,11.47,178.82,0.017849,1.7397960958975608e-05,0,2297.6,94.6,0.015936553454129247,0.023069858865128055,20.427350725446427,22.588944692460316,44.99960708618164
bench-b,chaos-mesh,p1,Pod Kill,Pod/Container,26,119.74,13.04,309.76,0.022557999999999998,3.4795921917951215e-05,0,2100.1,94.3,0.016193438923186244,0.027757630530504448,20.470370960884352,22.56569320436508,60.0
bench-b,chaos-mesh,p1,Pod Kill,Pod/Container,27,119.8,11.88,208.26,0.019474,0.0,0,2227.7,100.9,0.015429562623164281,0.027134802892916966,20.768767272534014,23.011563740079364,45.000277042388916
bench-b,chaos-mesh,p1,Pod Kill,Pod/Container,28,119.8,14.69,264.19,0.025343,5.2169376575949915e-05,0,2100.7,100.0,0.01702429782113874,0.0249367091984174,21.15463568239796,23.440755208333332,59.99960112571716
bench-b,chaos-mesh,p1,Pod Kill,Pod/Container,29,119.8,11.82,212.22,0.021424,1.7390094602114636e-05,0,2261.2,105.2,0.015048441643624847,0.024480383008888325,20.97294224330357,23.177718874007937,29.99967384338379
bench-b,chaos-mesh,p1,Pod Kill,Pod/Container,30,119.8,11.87,235.77,0.020135,1.7390094602114636e-05,0,2272.6,100.4,0.016060537436865936,0.02786893587668256,20.698375053146258,22.900018601190474,60.0
bench-b,chaos-mesh,p2,Container Kill,Pod/Container,16,119.55,20.45,1810.0,0.39248200000000005,0.0017426764024188349,1,12129.4,102.5,0.016379120251587883,0.09280039798983786,21.000478316326532,23.2529296875,60.0
bench-b,chaos-mesh,p2,Container Kill,Pod/Container,17,119.59,20.13,1140.0,0.326961,0.001742038882307853,1,6140.0,99.3,0.016229010017662276,0.05288106843623191,20.933440954506803,22.883928571428573,59.999906063079834
bench-b,chaos-mesh,p2,Container Kill,Pod/Container,18,119.59,16.14,1090.0,0.324701,0.001742038882307853,1,13037.0,109.3,0.015232789311706402,0.07187352376238154,21.12114025297619,23.55952380952381,60.0
bench-b,chaos-mesh,p2,Container Kill,Pod/Container,19,119.59,15.21,1160.0,0.332907,0.001742038882307853,1,12295.7,100.6,0.016168619021112485,0.07895760034055072,20.7765625,23.267717633928573,30.000030040740967
bench-b,chaos-mesh,p2,Container Kill,Pod/Container,20,119.59,14.58,24120.0,1.664384,0.03558985436554944,1,13091.0,96.3,0.015174635357538015,0.07708796050098411,20.798316592261905,22.852725074404763,60.0
bench-b,chaos-mesh,p2,Container Kill,Pod/Container,21,119.58,12.9,1100.0,0.320288,0.001742038882307853,1,12729.3,100.9,0.015604744053264064,0.06526172017353597,20.91706526360544,23.11199466765873,60.0
bench-b,chaos-mesh,p2,Container Kill,Pod/Container,22,113.49,16.34,32229.999999999996,3.172723,0.07685671280149785,1,1709.6,92.3,0.015305898348256962,0.014047760504693961,20.82902848639456,22.362056671626984,0.0003211498260498047
bench-b,chaos-mesh,p2,Container Kill,Pod/Container,23,119.3,15.26,27100.0,2.113585,0.04620139337535577,1,12539.7,96.7,0.01585069826374086,0.07333310949773648,21.036777210884352,22.78884548611111,60.0
bench-b,chaos-mesh,p2,Container Kill,Pod/Container,24,119.59,19.2,1180.0,0.331199,0.001742038882307853,1,12057.4,102.0,0.016466023482347072,0.08070190010573766,20.973466730442176,23.174944196428573,60.0
bench-b,chaos-mesh,p2,Container Kill,Pod/Container,25,119.51,14.55,1180.0,0.32670299999999997,0.0017428282617030918,1,13405.8,99.9,0.01482526388513279,0.09898206466734949,20.78145228794643,22.997984871031747,59.99970722198486
bench-b,chaos-mesh,p2,Container Kill,Pod/Container,26,119.58,20.56,1520.0,0.365968,0.001742038882307853,1,12003.6,109.7,0.01653621710839787,0.08495575249533067,20.771643813775512,23.43159412202381,60.0
bench-b,chaos-mesh,p2,Container Kill,Pod/Container,27,119.46,15.66,1670.0,0.32201,0.001743709567734398,1,12925.2,90.2,0.015327203601984817,0.09554645327406361,20.675475659013607,22.49366009424603,60.0
bench-b,chaos-mesh,p2,Container Kill,Pod/Container,28,119.59,19.17,1120.0,0.327941,0.001742038882307853,1,12649.9,106.4,0.015700777290890058,0.0722447149523367,20.86821056547619,23.147321428571427,60.0
bench-b,chaos-mesh,p2,Container Kill,Pod/Container,29,119.57,17.06,1730.0,0.354109,0.001742342405129456,1,11964.4,100.0,0.01645728854289652,0.08499827136429211,21.090767166241495,23.15386284722222,60.0
bench-b,chaos-mesh,p2,Container Kill,Pod/Container,30,119.59,23.85,1130.0,0.334428,0.0018814019928924813,1,12637.9,109.8,0.015714231696183672,0.09595524530263909,21.07656382865646,23.68212115575397,60.0
bench-b,chaos-mesh,p3,Pod Failure,Pod/Container,16,119.8,13.22,69000.0,9.154485000000001,0.015198942682248192,4,1553.0,90.3,0.01606520688367299,0.011965777219217742,21.202938988095237,24.805735518292682,0.00017595291137695312
